NameIndex,Index,LogoUrl,Name
W,266,http://static.cnbetacdn.com/topics/2010-5-15 9-55-14.gif,Wikipedia 维基百科
W,268,http://static.cnbetacdn.com/topics/2009-3-23 12-34-39.gif,Windows Live
W,285,http://static.cnbetacdn.com/topics/sidebar.png,Widgets 小工具 / 侧边栏
W,320,http://static.cnbetacdn.com/topics/11-12-12 11-01-21.gif,Windows Virtual PC
W,332,http://static.cnbetacdn.com/topics/4a5a4649278a27e.png,Windows 7
W,334,http://static.cnbetacdn.com/topics/ws_HmSvr_v_c_100x67.gif,Windows Home Server
W,335,http://static.cnbetacdn.com/topics/11-12-12 10-22-4.gif,WineHQ
W,349,http://static.cnbetacdn.com/topics/11-12-12 09-57-49.gif,WordPress
W,404,http://static.cnbetacdn.com/topics/11-12-12 10-11-29.gif,WinPatrol 看门狗
W,406,http://static.cnbetacdn.com/topics/winmount.gif,WinMount
W,427,http://static.cnbetacdn.com/topics/1546d280ecd12e1.png,Windows 画图 / Fresh Paint
W,480,http://static.cnbetacdn.com/topics/1c86cc1294dcec3.gif,Windows 8
W,501,http://static.cnbetacdn.com/topics/4be1101c5300368.png,网络应用 - 115
W,506,http://static.cnbetacdn.com/topics/6264ac1ca0d7b4f.png,Windows 8.1
W,531,http://static.cnbetacdn.com/topics/85ea12841f407c4.png,Windows 10
X,56,http://static.cnbetacdn.com/topics/1386208204.gif,系统工具
X,168,http://static.cnbetacdn.com/topics/xnview.gif,XnView
X,318,http://static.cnbetacdn.com/topics/xunleinew.gif,XunLei 迅雷
X,487,http://static.cnbetacdn.com/topics/904fa65ea1b0b03.png,Xiaomi 小米科技
X,507,http://static.cnbetacdn.com/topics/72a51e7fb05edb4.png,系统工具 - Magican Mac 优化
Y,39,http://static.cnbetacdn.com/topics/20d28c90c2805ca.png,游戏
Y,70,http://static.cnbetacdn.com/topics/327e9d7748ef1e7.png,硬件
Y,91,http://static.cnbetacdn.com/topics/62ab527428502f9.png,Yahoo! 雅虎
Y,144,http://static.cnbetacdn.com/topics/a5827762efc38e9.png,硬件 - 上网本 / 平板电脑 / 超极本
Y,451,http://static.cnbetacdn.com/topics/40cb6a89640563b.png,硬件 - 摄影器材
Y,467,http://static.cnbetacdn.com/topics/2010-4-9 9-29-39.gif,硬件 - RockChip 瑞芯微电子
Y,473,http://static.cnbetacdn.com/topics/79b60152e7fdaff.png,Yunduan 边锋云端
Y,485,http://static.cnbetacdn.com/topics/ceaf1e31d2f1616.png,应用 - Tongbu 同步助手
Y,491,http://static.cnbetacdn.com/topics/4d2a390409b3dc6.png,应用 - TouchPal 触宝
Y,492,http://static.cnbetacdn.com/topics/2255c9250689e6f.png,硬件 - Ramos 蓝魔
Y,494,http://static.cnbetacdn.com/topics/a3c49c63c97cd63.png,应用 - Shuame 刷机精灵
Y,495,http://static.cnbetacdn.com/topics/3cd4fcc515a2020.png,应用 - Camera 360
Y,496,http://static.cnbetacdn.com/topics/fba30e1089291e9.png,应用 - MyMoney 金蝶随手记
Y,499,http://static.cnbetacdn.com/topics/eed566387e4092e.png,应用 - OnekeyROM 甜椒
Y,500,http://static.cnbetacdn.com/topics/76f040e64ab3bcb.jpeg,应用 - Shendu 深度
Y,503,http://static.cnbetacdn.com/topics/c61db69798dd678.jpg,应用 - PP助手
Y,504,http://static.cnbetacdn.com/topics/b54839d09ec4175.png,应用 - Shuame Root 精灵
Y,508,http://static.cnbetacdn.com/topics/fb24fe55f046a4c.png,应用 - 刷机大师
Y,513,http://static.cnbetacdn.com/topics/b6905c33b1bcc07.png,硬件 - Kaiboer 开博尔
Y,515,http://static.cnbetacdn.com/topics/9467c9a1ef6df79.png,应用 - 卓大师一键 Root
Y,523,http://static.cnbetacdn.com/topics/761733fdeaf2bc1.png,应用 - 卓大师 字体大师
Y,527,http://static.cnbetacdn.com/topics/07fe9b33c66a5d0.png,应用 - 飞兔云传
Y,529,http://static.cnbetacdn.com/topics/c40e6d898a8f2f4.png,硬件 - iMagic
Z,74,http://static.cnbetacdn.com/topics/11-12-12 09-43-47.gif,Zonealarm
Z,517,http://static.cnbetacdn.com/topics/8556f2c47051f75.png,ZTE 中兴红牛
Z,519,http://static.cnbetacdn.com/topics/ad795eb3c4727ec.png,ZTE nubia 努比亚
Z,521,http://static.cnbetacdn.com/topics/20b15bd69c6a6c6.png,ZTE 中兴
